"Trip ID","Trip Start Timestamp","Trip End Timestamp","Trip Seconds","Trip Miles","Pickup Census Tract","Dropoff Census Tract","Pickup Community Area","Dropoff Community Area","Fare","Tip","Additional Charges","Trip Total","Shared Trip Authorized","Trips Pooled","Pickup Centroid Latitude","Pickup Centroid Longitude","Pickup Centroid Location","Dropoff Centroid Latitude","Dropoff Centroid Longitude","Dropoff Centroid Location"
"11b93a0320bbbdd19615894e8f6ebe71e6727b6a","01/18/2019 06:30:00 PM","01/18/2019 06:30:00 PM",391,1.51752952032,17031835900,17031836400,38,36,5,0,0,5,TRUE,1,41.8201666062,-87.621499206,"POINT (-87.621499206 41.8201666062)",41.8204569069,-87.6006915709,"POINT (-87.6006915709 41.8204569069)"
"fbc45aefed24bc95d0b7b189ed9cbfaae685de9c","01/18/2019 09:00:00 AM","01/18/2019 09:00:00 AM",630,0.92161528970716,17031081300,17031320100,8,32,5,0,2.55,7.55,FALSE,1,41.8983317935,-87.6207628651,"POINT (-87.6207628651 41.8983317935)",41.8849871918,-87.6209929134,"POINT (-87.6209929134 41.8849871918)"
"e64ff2d13f134f1c6a5513ac515984ba5e500afe","01/04/2019 08:30:00 PM","01/04/2019 09:00:00 PM",1513,7.99284380713321,17031310400,17031062900,31,6,15,0,2.55,17.55,FALSE,1,41.8565067379,-87.6522612961,"POINT (-87.6522612961 41.8565067379)",41.9362371791,-87.6564115308,"POINT (-87.6564115308 41.9362371791)"
"6c2c547e811632699a5451e768fdfca5ab649eb4","01/18/2019 05:15:00 PM","01/18/2019 06:30:00 PM",4309,17.9847891024298,17031841300,17031530501,31,53,17.5,0,2.55,20.05,TRUE,7,41.8441449609,-87.6829962096,"POINT (-87.6829962096 41.8441449609)",41.6742786904,-87.6321646406,"POINT (-87.6321646406 41.6742786904)"
"ce67d63f2c766df5b9276e9d2b2030cdf3e3b81e","01/06/2019 10:45:00 PM","01/06/2019 11:00:00 PM",1244,3.96229593344669,NA,NA,5,16,5,0,2.55,7.55,TRUE,4,41.9477915865,-87.6838349425,"POINT (-87.6838349425 41.9477915865)",41.9535821253,-87.7234523905,"POINT (-87.7234523905 41.9535821253)"
"526854a34cdaf18b7956ccbfc2dbfe2126d94f04","01/23/2019 09:00:00 AM","01/23/2019 09:15:00 AM",489,1.50159679105773,NA,NA,22,23,5,0,2.55,7.55,TRUE,1,41.9227606205,-87.6991553432,"POINT (-87.6991553432 41.9227606205)",41.9000696026,-87.7209182385,"POINT (-87.7209182385 41.9000696026)"
"a9c27b43ead5d6d45b84bce83de78980a89acd66","01/26/2019 06:15:00 AM","01/26/2019 06:30:00 AM",1506,18.6377510830052,17031081401,17031980000,8,76,25,5,7.55,37.55,FALSE,1,41.8950334495,-87.6197106717,"POINT (-87.6197106717 41.8950334495)",41.9790708201,-87.9030396611,"POINT (-87.9030396611 41.9790708201)"
"90a3d3a6f3cc7050f5ad9fcc4b60c6114c5998ab","01/20/2019 01:30:00 AM","01/20/2019 01:30:00 AM",388,1.67723676304,17031832500,17031070200,7,7,5,0,2.55,7.55,FALSE,1,41.9218774613,-87.6640782395,"POINT (-87.6640782395 41.9218774613)",41.9290776551,-87.6462934762,"POINT (-87.6462934762 41.9290776551)"
"6f4acdc4a871a2651f9be5e57a6ecb951def9940","01/08/2019 08:00:00 AM","01/08/2019 08:15:00 AM",688,4.39225988928,17031063400,17031081300,6,8,10,0,2.55,12.55,FALSE,1,41.9346591566,-87.6467297286,"POINT (-87.6467297286 41.9346591566)",41.8983317935,-87.6207628651,"POINT (-87.6207628651 41.8983317935)"
"df5784f1414111248b22c113db078895b0d90ff3","01/28/2019 04:15:00 PM","01/28/2019 05:00:00 PM",2435,15.0629831101096,NA,NA,4,39,25,0,2.55,27.55,FALSE,1,41.9751709433,-87.6875155152,"POINT (-87.6875155152 41.9751709433)",41.8089162826,-87.5961833442,"POINT (-87.5961833442 41.8089162826)"
